id,durata_ticket,level,modello_macchina,durata,tipo_problema
589,92,1,NIDEK RT-2500,0,elettronico
590,74,2,NIDEK RT-770,77,software
591,106,2,NIDEK NT-520,59,difetto di fabbrica
592,64,2,NIDEK LFU-750,40,elettronico
593,93,1,NIDEK ICE-2000,0,rottura
594,78,2,NIDEK RT-1050,19,logoramento
595,55,2,NIDEK RT-500,6,rottura
596,111,1,NIDEK PM-2000,0,rottura
597,66,2,NIDEK TS-2500,31,logoramento
598,109,1,NIDEK AR-910,0,rottura
599,106,2,NIDEK LEX-750,26,elettronico
600,67,2,NIDEK SC-910,41,difetto di fabbrica
601,63,1,NIDEK RT-320,0,difetto di fabbrica
602,58,2,NIDEK RT-1050,36,software
603,79,1,NIDEK SE-910,0,rottura
604,57,1,NIDEK PM-800,0,difetto di fabbrica
605,72,1,NIDEK LFU-120,0,rottura
606,84,1,NIDEK LM-770,0,rottura
607,90,1,NIDEK ME-320,0,elettronico
608,86,2,NIDEK ICE-520,24,difetto di fabbrica
609,105,1,NIDEK ICE-1050,0,rottura
610,36,2,NIDEK PM-520,35,rottura
611,58,1,NIDEK ME-1050,0,difetto di fabbrica
612,108,2,NIDEK OPD-1050,56,software
613,70,1,NIDEK RT-2500,0,rottura
614,97,2,NIDEK NT-320,50,logoramento
615,104,2,NIDEK LFU-1050,47,rottura
616,88,1,NIDEK LT-750,0,logoramento
617,81,2,NIDEK RT-400,36,difetto di fabbrica
618,53,2,NIDEK LE-520,38,logoramento
619,119,2,NIDEK NT-800,28,software
620,106,1,NIDEK RT-800,0,logoramento
621,53,2,NIDEK LEX-770,36,elettronico
622,50,2,NIDEK LE-1050,30,difetto di fabbrica
623,122,2,NIDEK LEX-400,48,logoramento
624,109,2,NIDEK TS-800,64,rottura
625,53,1,NIDEK SL-500,0,rottura
626,51,1,NIDEK ME-520,0,rottura
627,77,2,NIDEK OPD-2500,32,rottura
628,73,2,NIDEK SE-750,52,rottura
629,128,1,NIDEK LT-520,0,software
630,68,1,NIDEK SL-910,0,elettronico
631,91,2,NIDEK OPD-800,56,elettronico
632,104,1,NIDEK PM-1050,0,logoramento
633,85,2,NIDEK ICE-520,41,logoramento
634,100,1,NIDEK SE-800,0,rottura
635,120,1,NIDEK AR-2500,0,rottura
636,80,1,NIDEK LE-1050,0,elettronico
637,142,2,NIDEK ICE-2500,51,difetto di fabbrica
638,103,2,NIDEK TS-520,27,logoramento
639,108,2,NIDEK NT-2500,43,elettronico
640,93,1,NIDEK SC-750,0,elettronico
641,16,1,NIDEK LT-770,0,difetto di fabbrica
642,68,1,NIDEK LT-910,0,logoramento
643,107,1,NIDEK RT-2000,0,elettronico
644,92,2,NIDEK ICE-2000,44,rottura
645,104,1,NIDEK LEX-2000,0,logoramento
646,40,2,NIDEK TS-1050,55,difetto di fabbrica
647,76,1,NIDEK SL-120,0,rottura
648,77,2,NIDEK ME-2000,20,elettronico
649,81,2,NIDEK LT-800,39,difetto di fabbrica
650,81,2,NIDEK SL-2000,41,software
651,73,2,NIDEK SL-920,29,elettronico
652,97,1,NIDEK LEX-2500,0,software
653,92,1,NIDEK LFU-2500,0,software
654,104,1,NIDEK LM-1050,0,difetto di fabbrica
655,77,2,NIDEK LFU-3000,51,difetto di fabbrica
656,50,1,NIDEK SE-920,0,rottura
657,121,1,NIDEK LE-800,0,difetto di fabbrica
658,102,2,NIDEK PM-400,47,rottura
659,84,2,NIDEK SL-5500,42,elettronico
660,76,2,NIDEK SE-5500,68,rottura
661,86,1,NIDEK TS-520,0,elettronico
662,54,1,NIDEK LE-320,0,difetto di fabbrica
663,63,1,NIDEK LM-400,0,logoramento
664,131,2,NIDEK AR-1050,42,elettronico
665,100,2,NIDEK PM-770,53,rottura
666,79,1,NIDEK LEX-1050,0,logoramento
667,116,2,NIDEK AR-400,51,elettronico
668,71,1,NIDEK LM-500,0,rottura
669,85,1,NIDEK SE-320,0,rottura
670,52,1,NIDEK LM-5500,0,rottura
671,98,2,NIDEK NT-5500,26,elettronico
672,44,1,NIDEK SL-1050,0,logoramento
673,70,1,NIDEK NT-1050,0,software
674,76,2,NIDEK TS-910,13,rottura
675,77,1,NIDEK LFU-120,0,elettronico
676,77,2,NIDEK ICE-500,31,rottura
677,74,1,NIDEK ME-1050,0,difetto di fabbrica
678,68,2,NIDEK NT-2500,16,rottura
679,43,1,NIDEK SC-320,0,software
680,109,1,NIDEK OPD-320,0,difetto di fabbrica
681,77,2,NIDEK ICE-5500,47,elettronico
682,108,2,NIDEK SE-800,36,logoramento
683,126,2,NIDEK PM-5500,58,rottura
684,83,2,NIDEK LM-400,53,rottura
685,20,2,NIDEK LFU-500,37,difetto di fabbrica
686,109,1,NIDEK PM-800,0,difetto di fabbrica
687,75,2,NIDEK SE-400,30,rottura
688,101,2,NIDEK PM-120,31,difetto di fabbrica
689,94,1,NIDEK TS-500,0,difetto di fabbrica
690,37,2,NIDEK SL-920,34,rottura
691,30,1,NIDEK LE-920,0,logoramento
692,96,1,NIDEK SE-1050,0,software
693,97,1,NIDEK NT-3000,0,difetto di fabbrica
694,99,1,NIDEK OPD-320,0,software
695,49,2,NIDEK RT-750,28,logoramento
696,79,1,NIDEK TS-770,0,difetto di fabbrica
697,77,1,NIDEK RT-500,0,software
698,88,2,NIDEK NT-520,68,software
699,85,1,NIDEK LE-800,0,software
700,104,2,NIDEK NT-1050,57,elettronico
701,89,1,NIDEK LE-400,0,rottura
702,89,2,NIDEK LM-920,18,rottura
703,107,1,NIDEK OPD-520,0,elettronico
704,92,2,NIDEK TS-910,39,elettronico
705,93,1,NIDEK TS-920,0,difetto di fabbrica
706,84,2,NIDEK OPD-5500,35,rottura
707,79,1,NIDEK ICE-910,0,software
708,35,1,NIDEK NT-910,0,rottura
709,70,1,NIDEK ICE-800,0,logoramento
710,72,1,NIDEK PM-770,0,elettronico
711,85,2,NIDEK AR-920,21,difetto di fabbrica
712,86,2,NIDEK RT-120,45,elettronico
713,74,2,NIDEK LFU-1050,46,rottura
714,44,1,NIDEK LM-5500,0,elettronico
715,77,1,NIDEK ICE-770,0,difetto di fabbrica
716,74,2,NIDEK PM-520,39,elettronico
717,105,1,NIDEK SE-5500,0,rottura
718,78,2,NIDEK LEX-1050,65,rottura
719,91,1,NIDEK LE-2000,0,rottura
720,67,2,NIDEK SC-920,48,difetto di fabbrica
721,84,2,NIDEK SE-910,42,rottura
722,73,2,NIDEK SC-920,38,elettronico
723,79,2,NIDEK LFU-910,49,logoramento
724,79,1,NIDEK LM-120,0,software
725,56,2,NIDEK LFU-5500,44,difetto di fabbrica
726,88,1,NIDEK LE-400,0,elettronico
727,72,1,NIDEK ME-3000,0,elettronico
728,97,2,NIDEK RT-5500,61,difetto di fabbrica
729,41,1,NIDEK SL-5500,0,software
730,108,2,NIDEK TS-910,42,elettronico
731,71,1,NIDEK SE-920,0,difetto di fabbrica
732,77,2,NIDEK AR-500,33,software
733,49,2,NIDEK OPD-520,59,software
734,97,2,NIDEK OPD-1050,48,logoramento
735,78,2,NIDEK NT-920,46,software
736,40,2,NIDEK LE-750,33,logoramento
737,65,2,NIDEK ICE-3000,8,logoramento
738,31,1,NIDEK AR-2500,0,elettronico
739,64,2,NIDEK LT-750,43,difetto di fabbrica
740,57,1,NIDEK AR-2500,0,difetto di fabbrica
741,107,1,NIDEK NT-1050,0,rottura
742,72,1,NIDEK LEX-400,0,elettronico
743,73,2,NIDEK OPD-2000,52,difetto di fabbrica
744,84,1,NIDEK SC-400,0,elettronico
745,102,1,NIDEK SC-320,0,difetto di fabbrica
746,117,1,NIDEK LE-1050,0,rottura
747,108,1,NIDEK LE-500,0,elettronico
748,62,2,NIDEK OPD-2000,17,software
749,90,2,NIDEK LT-520,39,elettronico
750,58,2,NIDEK OPD-770,46,elettronico
751,53,2,NIDEK LE-770,31,logoramento
752,78,1,NIDEK LFU-1050,0,software
753,58,1,NIDEK AR-400,0,logoramento
754,93,1,NIDEK LEX-910,0,elettronico
755,88,2,NIDEK SC-800,74,elettronico
756,92,2,NIDEK PM-5500,36,elettronico
757,46,1,NIDEK TS-120,0,difetto di fabbrica
758,68,2,NIDEK LE-2500,62,software
759,52,1,NIDEK SE-910,0,software
760,89,1,NIDEK SC-1050,0,logoramento
761,103,2,NIDEK LM-750,23,elettronico
762,90,1,NIDEK AR-920,0,elettronico
763,66,2,NIDEK LFU-800,59,software
764,103,1,NIDEK NT-5500,0,elettronico
765,81,2,NIDEK ME-800,38,rottura
766,99,2,NIDEK LEX-5500,3,elettronico
767,64,1,NIDEK SL-1050,0,software
768,103,1,NIDEK RT-770,0,logoramento
769,29,2,NIDEK ME-2000,64,software
770,88,1,NIDEK SL-800,0,logoramento
771,88,1,NIDEK RT-1050,0,logoramento
772,138,2,NIDEK LEX-2500,58,software
773,110,2,NIDEK SC-1050,26,rottura
774,17,1,NIDEK TS-400,0,elettronico
775,115,2,NIDEK LE-2000,33,logoramento
776,30,2,NIDEK NT-500,50,rottura
777,90,1,NIDEK TS-2500,0,difetto di fabbrica
778,42,2,NIDEK PM-2500,32,difetto di fabbrica
779,41,1,NIDEK NT-770,0,rottura
780,93,2,NIDEK TS-770,63,elettronico
781,110,1,NIDEK RT-520,0,elettronico
782,35,2,NIDEK TS-1050,40,difetto di fabbrica
783,112,2,NIDEK PM-120,38,logoramento
784,57,2,NIDEK PM-2000,39,software
785,47,1,NIDEK LM-3000,0,logoramento
786,133,1,NIDEK PM-320,0,rottura
787,72,1,NIDEK LE-1050,0,software
788,69,2,NIDEK OPD-920,69,difetto di fabbrica
789,88,2,NIDEK SL-2000,40,logoramento
790,49,2,NIDEK SE-920,35,elettronico
791,80,1,NIDEK NT-1050,0,difetto di fabbrica
792,107,2,NIDEK AR-400,36,elettronico
793,96,2,NIDEK AR-3000,40,rottura
794,104,2,NIDEK AR-1050,11,rottura
795,86,2,NIDEK LFU-500,38,elettronico
796,58,1,NIDEK ME-2500,0,difetto di fabbrica
797,65,2,NIDEK LE-750,53,software
798,57,2,NIDEK PM-500,35,rottura
799,64,1,NIDEK LEX-3000,0,rottura
800,27,1,NIDEK OPD-120,0,difetto di fabbrica
801,68,1,NIDEK ME-120,0,logoramento
802,48,1,NIDEK TS-3000,0,rottura
803,92,2,NIDEK ICE-750,34,software
804,99,1,NIDEK SC-750,0,software
805,71,2,NIDEK LM-320,42,software
806,98,2,NIDEK OPD-1050,58,elettronico
807,47,2,NIDEK NT-2000,63,rottura
808,88,2,NIDEK TS-3000,64,difetto di fabbrica
809,70,1,NIDEK TS-910,0,rottura
810,50,1,NIDEK SC-770,0,software
811,36,1,NIDEK ICE-400,0,rottura
812,81,1,NIDEK OPD-910,0,elettronico
813,101,2,NIDEK PM-1050,27,difetto di fabbrica
814,85,1,NIDEK LE-400,0,logoramento
815,147,1,NIDEK NT-770,0,logoramento
816,101,1,NIDEK LM-910,0,rottura
817,77,1,NIDEK LM-1050,0,difetto di fabbrica
818,104,2,NIDEK ME-3000,47,software
819,98,2,NIDEK ICE-1050,20,rottura
820,81,2,NIDEK OPD-500,36,difetto di fabbrica
821,122,1,NIDEK LM-910,0,elettronico
822,68,1,NIDEK RT-320,0,rottura
823,68,2,NIDEK ME-500,33,elettronico
824,40,1,NIDEK LFU-800,0,rottura
825,75,2,NIDEK ICE-800,34,difetto di fabbrica
826,84,2,NIDEK ME-520,38,elettronico
827,32,2,NIDEK SL-2000,63,logoramento
828,44,1,NIDEK LM-2000,0,software
829,86,1,NIDEK AR-500,0,logoramento
830,73,1,NIDEK SC-3000,0,software
831,143,1,NIDEK ICE-1050,0,rottura
832,105,1,NIDEK NT-500,0,logoramento
833,49,2,NIDEK SE-400,41,logoramento
834,83,1,NIDEK SL-770,0,elettronico
835,121,1,NIDEK SE-500,0,difetto di fabbrica
836,67,2,NIDEK AR-120,18,elettronico
837,94,2,NIDEK LM-800,34,logoramento
838,46,2,NIDEK OPD-800,51,software
839,40,2,NIDEK SL-400,22,elettronico
840,77,2,NIDEK SE-2500,17,difetto di fabbrica
841,86,1,NIDEK PM-320,0,elettronico
842,40,1,NIDEK RT-3000,0,elettronico
843,70,2,NIDEK SL-320,50,software
844,70,2,NIDEK LE-750,42,elettronico
845,88,1,NIDEK LEX-920,0,difetto di fabbrica
846,79,1,NIDEK LEX-750,0,difetto di fabbrica
847,78,2,NIDEK TS-320,49,software
848,123,1,NIDEK AR-520,0,elettronico
849,70,2,NIDEK SL-2000,29,rottura
850,45,1,NIDEK LFU-1050,0,rottura
851,40,1,NIDEK LT-1050,0,elettronico
852,73,2,NIDEK SC-770,18,elettronico
853,61,1,NIDEK TS-3000,0,logoramento
854,84,1,NIDEK LM-320,0,elettronico
855,60,2,NIDEK LFU-2000,32,logoramento
856,92,2,NIDEK SE-770,31,logoramento
857,62,2,NIDEK LFU-800,59,logoramento
858,68,1,NIDEK LM-2500,0,difetto di fabbrica
859,47,1,NIDEK RT-400,0,logoramento
860,45,1,NIDEK SL-320,0,difetto di fabbrica
861,66,2,NIDEK ME-120,33,difetto di fabbrica
862,65,1,NIDEK LE-120,0,logoramento
863,97,1,NIDEK LT-920,0,software
864,46,1,NIDEK OPD-3000,0,difetto di fabbrica
865,94,2,NIDEK LT-3000,53,elettronico
866,104,2,NIDEK TS-750,51,elettronico
867,79,2,NIDEK ICE-770,39,elettronico
868,88,1,NIDEK LEX-5500,0,difetto di fabbrica
869,73,2,NIDEK AR-770,74,rottura
870,51,2,NIDEK LEX-2000,24,difetto di fabbrica
871,90,1,NIDEK SL-910,0,software
872,68,2,NIDEK LM-400,58,rottura
873,122,2,NIDEK OPD-3000,40,rottura
874,97,1,NIDEK LE-910,0,software
875,111,2,NIDEK ICE-920,39,difetto di fabbrica
876,64,1,NIDEK NT-3000,0,elettronico
877,66,2,NIDEK SC-1050,19,elettronico
878,84,2,NIDEK SE-1050,38,elettronico
879,75,1,NIDEK LT-800,0,rottura
880,93,1,NIDEK ME-800,0,logoramento
881,124,1,NIDEK PM-2000,0,difetto di fabbrica
882,56,2,NIDEK LFU-3000,26,logoramento
883,78,1,NIDEK LEX-400,0,elettronico
884,86,1,NIDEK TS-1050,0,difetto di fabbrica
885,51,1,NIDEK AR-400,0,logoramento
886,88,2,NIDEK PM-120,53,logoramento
887,82,1,NIDEK SE-800,0,rottura
888,42,1,NIDEK PM-320,0,elettronico
889,86,1,NIDEK LEX-2500,0,difetto di fabbrica
890,70,1,NIDEK NT-1050,0,difetto di fabbrica
891,59,1,NIDEK LM-1050,0,difetto di fabbrica
892,44,1,NIDEK NT-520,0,logoramento
893,37,2,NIDEK ICE-800,35,elettronico
894,115,2,NIDEK SC-1050,51,software
895,94,2,NIDEK LE-120,43,rottura
896,58,2,NIDEK LEX-910,51,logoramento
897,6,1,NIDEK PM-120,0,difetto di fabbrica
898,63,2,NIDEK AR-2000,36,rottura
899,96,1,NIDEK NT-120,0,software
900,77,2,NIDEK RT-910,45,difetto di fabbrica
901,59,1,NIDEK TS-120,0,software
902,123,2,NIDEK AR-800,31,rottura
903,62,2,NIDEK LE-770,33,elettronico
904,75,2,NIDEK SC-750,23,software
905,70,2,NIDEK SC-3000,44,logoramento
906,61,1,NIDEK NT-400,0,rottura
907,104,2,NIDEK RT-400,58,logoramento
908,60,2,NIDEK OPD-750,45,software
909,43,2,NIDEK PM-120,21,difetto di fabbrica
910,115,1,NIDEK SC-120,0,software
911,50,1,NIDEK LT-920,0,difetto di fabbrica
912,88,2,NIDEK LE-400,51,software
913,80,1,NIDEK OPD-5500,0,difetto di fabbrica
914,86,2,NIDEK ICE-3000,54,elettronico
915,67,2,NIDEK SL-5500,42,logoramento
916,47,2,NIDEK TS-1050,52,difetto di fabbrica
917,92,1,NIDEK LT-3000,0,difetto di fabbrica
918,72,2,NIDEK SL-520,26,rottura
919,45,1,NIDEK NT-320,0,logoramento
920,79,2,NIDEK SE-520,34,software
921,62,2,NIDEK ICE-400,18,software
922,45,2,NIDEK LM-120,35,elettronico
923,56,1,NIDEK ICE-770,0,software
924,105,2,NIDEK RT-910,55,elettronico
925,87,2,NIDEK SE-400,65,difetto di fabbrica
926,84,2,NIDEK SL-800,39,logoramento
927,66,2,NIDEK LEX-2000,41,difetto di fabbrica
928,108,2,NIDEK OPD-1050,46,logoramento
929,84,2,NIDEK LE-1050,40,software
930,68,2,NIDEK LM-3000,36,software
931,48,1,NIDEK LEX-500,0,logoramento
932,86,1,NIDEK SC-800,0,logoramento
933,102,1,NIDEK LM-120,0,difetto di fabbrica
934,52,1,NIDEK SC-3000,0,elettronico
935,73,1,NIDEK PM-520,0,elettronico
936,87,1,NIDEK PM-2000,0,difetto di fabbrica
937,83,2,NIDEK TS-770,54,elettronico
938,118,1,NIDEK LT-520,0,software
939,2,2,NIDEK OPD-920,8,software
940,71,2,NIDEK AR-920,28,logoramento
941,29,2,NIDEK OPD-750,39,software
942,100,2,NIDEK LE-400,36,software
943,76,2,NIDEK ICE-770,41,elettronico
944,89,2,NIDEK OPD-3000,42,elettronico
945,75,1,NIDEK LT-910,0,logoramento
946,58,1,NIDEK AR-770,0,software
947,73,1,NIDEK LEX-500,0,logoramento
948,117,2,NIDEK SE-400,40,elettronico
949,95,2,NIDEK ICE-800,38,elettronico
950,122,2,NIDEK LE-520,11,software
951,95,1,NIDEK LT-1050,0,difetto di fabbrica
952,75,2,NIDEK RT-400,31,software
953,68,1,NIDEK ME-2000,0,logoramento
954,93,1,NIDEK LT-320,0,elettronico
955,40,2,NIDEK ICE-3000,46,rottura
956,100,2,NIDEK PM-920,61,rottura
957,99,1,NIDEK LEX-120,0,difetto di fabbrica
958,76,2,NIDEK ICE-750,22,rottura
959,92,1,NIDEK AR-500,0,elettronico
960,79,1,NIDEK SL-3000,0,logoramento
961,77,2,NIDEK LT-800,25,elettronico
962,44,1,NIDEK ME-770,0,rottura
963,90,2,NIDEK PM-500,44,difetto di fabbrica
964,90,1,NIDEK RT-500,0,rottura
965,49,2,NIDEK TS-750,31,elettronico
966,91,1,NIDEK LT-1050,0,logoramento
967,66,1,NIDEK AR-2000,0,logoramento
968,134,2,NIDEK SC-2500,59,software
969,84,2,NIDEK LEX-910,41,difetto di fabbrica
970,50,1,NIDEK AR-750,0,software
971,86,2,NIDEK OPD-920,41,logoramento
972,87,2,NIDEK TS-320,35,difetto di fabbrica
973,105,2,NIDEK LM-1050,47,difetto di fabbrica
974,64,1,NIDEK ICE-400,0,logoramento
975,47,2,NIDEK OPD-120,59,elettronico
976,63,1,NIDEK LM-320,0,elettronico
977,94,1,NIDEK OPD-750,0,elettronico
978,85,2,NIDEK LE-1050,22,logoramento
979,102,2,NIDEK SL-500,60,rottura
980,80,1,NIDEK SE-770,0,rottura
981,93,1,NIDEK LM-5500,0,difetto di fabbrica
982,84,1,NIDEK SE-400,0,elettronico
983,84,2,NIDEK SL-1050,53,logoramento
984,61,2,NIDEK ME-750,29,rottura
985,77,2,NIDEK OPD-750,51,logoramento
986,69,2,NIDEK LT-5500,41,logoramento
987,80,2,NIDEK SL-520,45,rottura
988,81,1,NIDEK ME-1050,0,elettronico
989,62,2,NIDEK LFU-770,48,logoramento
990,94,1,NIDEK LFU-3000,0,difetto di fabbrica
991,78,2,NIDEK ME-3000,40,rottura
992,56,1,NIDEK RT-1050,0,software
993,91,1,NIDEK PM-1050,0,rottura
994,53,2,NIDEK OPD-5500,9,software
995,105,1,NIDEK LM-520,0,difetto di fabbrica
996,30,2,NIDEK NT-2500,46,elettronico
997,61,1,NIDEK TS-2500,0,elettronico
998,82,1,NIDEK LT-5500,0,difetto di fabbrica
999,91,2,NIDEK SL-1050,39,rottura
1000,31,2,NIDEK TS-3000,48,logoramento
1001,69,1,NIDEK SL-520,0,software
1002,41,2,NIDEK LFU-770,24,software
1003,74,2,NIDEK LT-800,6,difetto di fabbrica
1004,84,1,NIDEK LM-500,0,rottura
1005,58,2,NIDEK TS-770,59,elettronico
1006,96,1,NIDEK SL-1050,0,elettronico
1007,107,2,NIDEK RT-320,53,logoramento
1008,74,1,NIDEK PM-320,0,difetto di fabbrica
1009,94,1,NIDEK AR-5500,0,elettronico
1010,109,1,NIDEK SC-770,0,rottura
1011,111,1,NIDEK SC-500,0,elettronico
1012,38,1,NIDEK LM-800,0,difetto di fabbrica
1013,71,1,NIDEK OPD-5500,0,software
1014,47,1,NIDEK LFU-750,0,difetto di fabbrica
1015,51,2,NIDEK LEX-770,44,difetto di fabbrica
1016,103,2,NIDEK LEX-520,29,software
1017,55,1,NIDEK OPD-910,0,difetto di fabbrica
1018,78,1,NIDEK LEX-2000,0,difetto di fabbrica
1019,140,1,NIDEK SL-2000,0,software
1020,86,1,NIDEK SL-750,0,software
1021,77,1,NIDEK ME-400,0,difetto di fabbrica
1022,78,1,NIDEK ICE-2500,0,rottura
1023,100,1,NIDEK AR-3000,0,elettronico
1024,52,2,NIDEK OPD-1050,41,difetto di fabbrica
1025,65,1,NIDEK LE-920,0,rottura
1026,83,1,NIDEK SL-910,0,difetto di fabbrica
1027,75,1,NIDEK PM-920,0,software
1028,133,2,NIDEK TS-320,36,rottura
1029,121,1,NIDEK ICE-320,0,software
1030,118,1,NIDEK SL-320,0,logoramento
1031,85,1,NIDEK ICE-3000,0,elettronico
1032,114,2,NIDEK TS-520,37,software
1033,103,2,NIDEK ICE-3000,51,logoramento
1034,55,1,NIDEK LFU-1050,0,difetto di fabbrica
1035,78,2,NIDEK ME-400,38,rottura
1036,86,2,NIDEK ME-5500,53,logoramento
1037,87,1,NIDEK LT-520,0,logoramento
1038,83,1,NIDEK PM-2500,0,logoramento
1039,103,1,NIDEK OPD-400,0,rottura
1040,97,2,NIDEK LFU-1050,40,elettronico
1041,91,1,NIDEK ME-3000,0,elettronico
1042,67,1,NIDEK NT-750,0,software
1043,125,2,NIDEK LM-500,54,rottura
1044,66,2,NIDEK ICE-770,39,software
1045,73,1,NIDEK LM-320,0,software
1046,96,2,NIDEK PM-320,43,software
1047,80,1,NIDEK LE-770,0,rottura
1048,65,1,NIDEK OPD-5500,0,rottura
1049,72,1,NIDEK LM-400,0,difetto di fabbrica
1050,59,2,NIDEK AR-120,69,logoramento
1051,81,1,NIDEK SC-500,0,software
1052,82,2,NIDEK SE-520,49,software
1053,84,2,NIDEK NT-750,58,software
1054,64,1,NIDEK AR-920,0,difetto di fabbrica
1055,33,1,NIDEK RT-1050,0,elettronico
1056,80,1,NIDEK SC-520,0,logoramento
1057,77,1,NIDEK RT-500,0,difetto di fabbrica
1058,77,1,NIDEK TS-750,0,software
1059,57,1,NIDEK AR-3000,0,software
1060,48,2,NIDEK ICE-520,14,difetto di fabbrica
1061,146,1,NIDEK TS-3000,0,logoramento
1062,104,2,NIDEK LM-400,39,logoramento
1063,87,1,NIDEK LT-1050,0,logoramento
1064,129,2,NIDEK LEX-1050,35,elettronico
1065,62,2,NIDEK ICE-770,40,rottura
1066,94,2,NIDEK ME-400,21,difetto di fabbrica
1067,104,2,NIDEK SL-5500,56,software
1068,101,2,NIDEK PM-2000,53,logoramento
1069,76,2,NIDEK NT-2500,63,elettronico
1070,75,2,NIDEK RT-400,51,rottura
1071,64,2,NIDEK PM-800,42,software
1072,84,1,NIDEK TS-750,0,rottura
1073,40,2,NIDEK LM-120,31,elettronico
1074,81,1,NIDEK ICE-500,0,software
1075,98,1,NIDEK OPD-500,0,elettronico
1076,47,2,NIDEK ME-800,69,rottura
1077,4,2,NIDEK LT-5500,28,software
1078,92,2,NIDEK OPD-750,26,elettronico
1079,115,1,NIDEK RT-5500,0,rottura
1080,81,2,NIDEK OPD-910,42,software
1081,49,2,NIDEK RT-800,49,elettronico
1082,119,1,NIDEK LE-800,0,logoramento
1083,80,2,NIDEK OPD-320,28,rottura
1084,82,1,NIDEK NT-1050,0,elettronico
1085,45,2,NIDEK LEX-910,16,logoramento
1086,61,1,NIDEK AR-1050,0,elettronico
1087,68,2,NIDEK ME-800,27,logoramento
1088,85,1,NIDEK LFU-920,0,rottura
1089,69,2,NIDEK TS-770,29,elettronico
1090,73,1,NIDEK TS-920,0,rottura
1091,59,2,NIDEK ICE-1050,37,elettronico
1092,85,1,NIDEK NT-750,0,software
1093,113,2,NIDEK AR-320,37,software
1094,100,1,NIDEK SE-320,0,rottura
1095,89,2,NIDEK RT-2000,47,rottura
1096,60,2,NIDEK SE-750,27,difetto di fabbrica
1097,68,2,NIDEK PM-320,34,software
1098,121,2,NIDEK PM-2500,65,elettronico
1099,101,2,NIDEK SL-500,13,elettronico
1100,99,1,NIDEK TS-750,0,software
1101,74,2,NIDEK AR-910,48,logoramento
1102,72,1,NIDEK SL-1050,0,elettronico
1103,80,2,NIDEK SL-320,11,difetto di fabbrica
1104,91,2,NIDEK LEX-750,30,difetto di fabbrica
1105,74,1,NIDEK RT-5500,0,rottura
1106,63,2,NIDEK SC-2000,38,elettronico
1107,84,1,NIDEK SC-770,0,difetto di fabbrica
1108,60,1,NIDEK SL-1050,0,rottura
1109,63,1,NIDEK LFU-1050,0,rottura
1110,24,1,NIDEK PM-400,0,difetto di fabbrica
1111,40,1,NIDEK SE-1050,0,rottura
1112,80,2,NIDEK LM-2500,40,rottura
1113,69,2,NIDEK RT-2500,34,logoramento
1114,104,2,NIDEK TS-520,62,difetto di fabbrica
1115,57,2,NIDEK LE-120,51,elettronico
1116,129,1,NIDEK LFU-5500,0,logoramento
1117,30,1,NIDEK LFU-520,0,software
1118,41,2,NIDEK ICE-400,48,logoramento
1119,112,1,NIDEK LM-120,0,logoramento
1120,85,1,NIDEK SL-1050,0,elettronico
1121,132,2,NIDEK SE-920,33,rottura
1122,104,2,NIDEK SL-1050,18,rottura
1123,76,1,NIDEK SE-5500,0,logoramento
1124,118,1,NIDEK RT-750,0,rottura
1125,90,2,NIDEK LE-400,21,software
1126,80,2,NIDEK LE-920,34,software
1127,64,2,NIDEK ME-120,47,rottura
1128,99,1,NIDEK RT-120,0,rottura
1129,55,1,NIDEK LEX-800,0,software
1130,81,2,NIDEK LFU-910,57,logoramento
1131,64,2,NIDEK NT-400,81,rottura
1132,55,2,NIDEK NT-800,39,difetto di fabbrica
1133,49,2,NIDEK OPD-1050,42,logoramento
1134,101,2,NIDEK LFU-1050,30,difetto di fabbrica
1135,62,1,NIDEK LE-5500,0,software
1136,95,1,NIDEK PM-320,0,elettronico
1137,34,1,NIDEK AR-750,0,difetto di fabbrica
1138,96,1,NIDEK AR-3000,0,elettronico
1139,77,1,NIDEK SL-5500,0,rottura
1140,49,1,NIDEK LT-520,0,elettronico
1141,71,2,NIDEK RT-1050,36,elettronico
1142,51,2,NIDEK ME-520,15,difetto di fabbrica
1143,65,1,NIDEK SL-5500,0,logoramento
1144,91,1,NIDEK LEX-770,0,software
1145,51,1,NIDEK ICE-920,0,logoramento
1146,106,1,NIDEK OPD-5500,0,elettronico
1147,87,1,NIDEK PM-5500,0,elettronico
1148,77,2,NIDEK LFU-500,2,software
1149,54,1,NIDEK ICE-800,0,logoramento
1150,93,1,NIDEK ME-910,0,difetto di fabbrica
1151,97,1,NIDEK SC-910,0,difetto di fabbrica
1152,48,2,NIDEK AR-400,73,elettronico
1153,75,2,NIDEK LM-750,26,difetto di fabbrica
1154,43,1,NIDEK ICE-1050,0,difetto di fabbrica
1155,44,2,NIDEK SL-2000,25,difetto di fabbrica
1156,97,1,NIDEK LM-770,0,software
1157,98,1,NIDEK NT-500,0,difetto di fabbrica
1158,35,1,NIDEK LE-920,0,logoramento
1159,107,1,NIDEK AR-2000,0,rottura
1160,92,1,NIDEK RT-1050,0,difetto di fabbrica
1161,87,1,NIDEK SC-520,0,logoramento
1162,58,1,NIDEK LFU-2500,0,rottura
1163,38,1,NIDEK SE-1050,0,elettronico
1164,74,1,NIDEK LE-1050,0,difetto di fabbrica
1165,94,2,NIDEK ICE-3000,48,difetto di fabbrica
